,Treated_1,Treated_2,Treated_3,Untreated_1,Untreated_2,Untreated_3,Untreated_4
ID=FBgn0031390,2382,3314,3894,2513,3482,3122,3211
ID=FBgn0031391,279,340,349,258,225,238,295
ID=FBgn0031392,867,1046,1379,977,1066,975,1176
ID=FBgn0031393,178,74,69,81,97,93,130
ID=FBgn0031395,598,757,1016,523,670,627,688
ID=FBgn0031398,100,131,195,113,111,138,120
ID=FBgn0031399,545,868,1203,740,1090,1024,981
ID=FBgn0031401,950,1125,1484,923,1042,1008,1006
ID=FBgn0031403,196,158,170,155,109,119,172
ID=FBgn0031413,230,280,295,187,283,207,227
ID=FBgn0031414,183,150,154,111,163,129,119
ID=FBgn0031418,774,1670,2444,1082,1932,1985,1633
ID=FBgn0031420,416,769,1006,509,867,760,670
ID=FBgn0031428,88,94,154,63,106,86,92
ID=FBgn0031436,357,993,1394,414,763,903,786
ID=FBgn0031437,776,1300,1804,912,1315,1344,1135
ID=FBgn0031449,1030,1242,1563,2393,3109,2484,2775
ID=FBgn0031450,1213,2127,2883,1349,2257,1911,1973
ID=FBgn0031452,655,595,796,789,727,766,595
ID=FBgn0031453,2666,2126,2718,1890,2225,1801,2095
ID=FBgn0031454,237,387,551,225,394,402,331
ID=FBgn0031455,237,387,551,225,394,402,331
ID=FBgn0031456,512,742,912,541,725,718,643
ID=FBgn0031457,502,795,1069,587,757,667,648
ID=FBgn0031458,695,926,1163,632,751,904,929
ID=FBgn0031459,1204,2075,2542,1187,1407,1588,1662
ID=FBgn0031461,652,950,1032,431,618,542,448
ID=FBgn0031470,140,196,242,148,152,212,312
ID=FBgn0031474,2742,3769,4718,2687,4389,3823,4239
ID=FBgn0031478,425,506,762,524,637,568,637
ID=FBgn0031479,272,370,509,237,347,355,436
ID=FBgn0031483,773,903,1193,726,787,744,669
ID=FBgn0031484,565,662,900,717,627,675,701
ID=FBgn0031485,241,326,420,220,269,328,299
ID=FBgn0031488,226,388,426,217,324,245,251
ID=FBgn0031489,1123,1690,2087,763,1216,1243,1093
ID=FBgn0031490,698,1495,1940,578,1163,1213,961
ID=FBgn0031491,577,766,1013,521,707,752,807
ID=FBgn0031492,988,1302,1718,1076,1342,1147,1152
ID=FBgn0031493,1566,1930,2623,1840,1996,1961,1729
ID=FBgn0031494,192,119,144,145,101,104,193
ID=FBgn0031495,1031,1549,2166,957,1405,1419,1410
ID=FBgn0031497,2956,5119,6589,2779,4430,4349,3760
ID=FBgn0031498,202,167,174,187,181,221,151
ID=FBgn0031500,92,162,181,109,117,134,112
ID=FBgn0031505,857,984,1120,596,691,897,881
ID=FBgn0031516,927,1474,1860,622,972,883,725
ID=FBgn0031529,386,578,771,346,481,534,496
ID=FBgn0031530,332,487,696,327,458,359,128
ID=FBgn0031534,1091,1354,1659,1169,1386,1373,1507
ID=FBgn0031535,299,452,626,348,397,517,371
ID=FBgn0031536,506,682,953,568,654,743,669
ID=FBgn0031538,219,373,538,136,234,280,192
ID=FBgn0031540,138,236,266,223,313,278,344
ID=FBgn0031544,1307,1802,2359,1667,1943,2121,2000
ID=FBgn0031547,108,143,199,194,358,496,633
ID=FBgn0031548,25,22,54,70,105,96,158
ID=FBgn0031549,485,656,822,538,705,707,682
ID=FBgn0031566,560,694,908,504,581,547,575
ID=FBgn0031573,120,165,177,128,153,147,123
ID=FBgn0031574,189,314,464,184,322,298,368
ID=FBgn0031575,264,438,513,307,419,394,468
ID=FBgn0031589,1667,2003,2652,1533,1941,1730,2145
ID=FBgn0031590,2099,3196,3709,2229,2833,3026,3146
ID=FBgn0031597,184,148,160,141,138,135,145
ID=FBgn0031598,530,655,773,454,535,547,520
ID=FBgn0031600,424,575,735,410,495,568,548
ID=FBgn0031601,195,215,259,165,160,207,253
ID=FBgn0031603,338,310,390,291,238,256,223
ID=FBgn0031604,1157,1588,2107,1189,1509,1541,1438
ID=FBgn0031606,770,1285,1621,847,1176,1045,885
ID=FBgn0031607,570,886,1238,570,905,930,798
ID=FBgn0031608,183,216,346,162,188,202,201
ID=FBgn0031609,241,326,450,195,245,319,269
ID=FBgn0031610,92,98,123,92,108,92,103
ID=FBgn0031611,226,336,517,217,326,310,335
ID=FBgn0031628,80,131,128,85,118,107,114
ID=FBgn0031631,127,160,224,152,142,135,134
ID=FBgn0031633,788,1177,1642,774,1154,1393,1235
ID=FBgn0031635,636,1062,1292,678,1086,976,1123
ID=FBgn0031637,1061,1462,1769,1397,1882,1738,1665
ID=FBgn0031638,319,460,621,323,473,441,431
ID=FBgn0031639,245,366,527,255,356,289,395
ID=FBgn0031640,404,440,693,444,590,494,438
ID=FBgn0031643,1647,2729,3722,1980,2750,2653,2061
ID=FBgn0031644,125,285,351,128,241,253,209
ID=FBgn0031645,380,468,549,320,487,471,474
ID=FBgn0031651,464,505,635,451,446,559,491
ID=FBgn0031652,133,125,158,129,128,130,140
ID=FBgn0031655,213,300,347,272,254,281,323
ID=FBgn0031657,308,450,550,345,420,388,503
ID=FBgn0031659,575,723,989,652,687,856,757
ID=FBgn0031660,1455,1927,2548,1073,1594,1831,1463
ID=FBgn0031661,508,735,950,620,590,667,733
ID=FBgn0031662,857,1069,1235,839,926,1049,1159
ID=FBgn0031663,621,729,1135,750,749,879,865
ID=FBgn0031664,431,664,869,400,526,543,395
ID=FBgn0031668,562,546,761,607,547,592,708
ID=FBgn0031670,1537,1650,2124,1551,1571,1887,1962
ID=FBgn0031673,1596,2174,3024,1851,2193,2164,2185
ID=FBgn0031675,434,268,245,149,177,191,338
ID=FBgn0031676,361,409,508,344,382,406,488
ID=FBgn0031678,2421,2230,2847,2436,2221,2174,2015
ID=FBgn0031681,2464,2726,3400,2875,3325,2812,3283
ID=FBgn0031682,323,550,642,295,451,453,320
ID=FBgn0031683,306,319,451,311,360,409,376
ID=FBgn0031684,391,610,770,384,482,589,593
ID=FBgn0031689,429,430,629,207,235,239,287
ID=FBgn0031693,383,304,357,251,287,237,237
ID=FBgn0031696,841,1277,1567,1121,1437,1282,1225
ID=FBgn0031698,3806,5206,6389,5428,6589,4914,3841
ID=FBgn0031703,41,46,55,155,179,185,105
ID=FBgn0031708,232,329,429,227,286,268,294
ID=FBgn0031710,562,509,580,549,534,513,567
ID=FBgn0031711,764,1065,1361,861,1001,1061,984
ID=FBgn0031713,611,1022,1269,497,806,870,800
ID=FBgn0031736,797,1083,1361,1083,1017,1044,1057
ID=FBgn0031738,1578,1661,2065,1260,1345,1143,1088
ID=FBgn0031739,170,244,352,229,337,263,206
ID=FBgn0031740,551,981,1196,639,836,974,650
ID=FBgn0031752,919,1312,1606,1153,1734,1554,1571
ID=FBgn0031759,4000,5896,7206,5031,6874,5614,4174
ID=FBgn0031760,533,549,634,376,533,529,750
ID=FBgn0031762,175,295,386,195,343,309,375
ID=FBgn0031764,396,665,953,539,641,746,620
ID=FBgn0031768,394,693,939,431,613,578,564
ID=FBgn0031769,1378,1983,2450,1032,1518,1430,1503
ID=FBgn0031771,1333,2144,2961,1846,2543,2643,2269
ID=FBgn0031772,222,308,307,216,180,310,231
ID=FBgn0031773,171,265,333,171,229,193,185
ID=FBgn0031774,168,301,331,169,169,263,247
ID=FBgn0031776,998,1188,1396,1187,955,1152,1239
ID=FBgn0031777,155,212,276,165,143,198,167
ID=FBgn0031779,406,993,1193,421,955,901,803
ID=FBgn0031782,593,984,1327,619,868,980,726
ID=FBgn0031799,500,842,1124,664,1065,904,895
ID=FBgn0031805,1819,2843,3748,4107,5467,5251,3301
ID=FBgn0031811,152,132,177,95,110,134,183
ID=FBgn0031813,538,630,747,465,656,606,644
ID=FBgn0031814,695,1113,1391,603,865,797,943
ID=FBgn0031815,488,701,1004,636,834,925,826
ID=FBgn0031816,167,286,373,114,159,179,191
ID=FBgn0031817,107,212,319,114,159,197,183
ID=FBgn0031818,522,1135,1497,633,1157,1042,1204
ID=FBgn0031822,202,321,395,162,248,294,360
ID=FBgn0031824,132,296,450,170,313,307,317
ID=FBgn0031830,1330,1121,1628,1373,1006,1027,1605
ID=FBgn0031832,216,344,414,229,305,343,280
ID=FBgn0031834,90,113,140,76,100,109,218
ID=FBgn0031836,1028,1460,1774,889,1298,1263,1281
ID=FBgn0031848,148,215,219,183,189,203,170
ID=FBgn0031851,470,671,885,567,677,832,702
ID=FBgn0031866,3040,3732,4109,3049,3412,3019,3450
ID=FBgn0031868,884,1298,1573,1003,1174,1154,1175
ID=FBgn0031871,449,760,1017,401,621,610,560
ID=FBgn0031872,477,733,913,400,589,548,549
ID=FBgn0031873,149,239,256,153,140,193,181
ID=FBgn0031874,184,194,229,177,175,218,228
ID=FBgn0031875,530,645,870,602,626,746,807
ID=FBgn0031876,242,252,361,274,208,249,191
ID=FBgn0031877,195,257,274,165,230,253,269
ID=FBgn0031878,2223,2616,3380,2083,2236,2279,2174
ID=FBgn0031881,266,235,386,298,282,269,254
ID=FBgn0031882,251,377,431,233,367,400,378
ID=FBgn0031883,1096,1928,2587,1348,2068,1859,1749
ID=FBgn0031885,540,560,754,678,873,694,690
ID=FBgn0031886,510,562,639,425,487,508,570
ID=FBgn0031888,3357,3906,5601,2400,3253,2907,3287
ID=FBgn0031893,420,514,611,538,539,566,607
ID=FBgn0031894,164,222,269,134,189,156,176
ID=FBgn0031895,107,146,142,78,105,93,85
ID=FBgn0031896,684,850,1143,561,835,731,814
ID=FBgn0031897,1111,1288,1694,1121,1420,1283,1270
ID=FBgn0031904,484,591,681,403,542,523,584
ID=FBgn0031909,258,369,448,260,353,328,377
ID=FBgn0031913,590,854,1108,922,1356,1576,1641
ID=FBgn0031914,320,397,564,427,560,538,876
ID=FBgn0031937,639,551,735,455,654,591,393
ID=FBgn0031947,762,1260,1651,944,1283,1277,1057
ID=FBgn0031948,136,116,141,107,131,132,174
ID=FBgn0031950,494,741,987,567,790,762,915
ID=FBgn0031951,384,441,550,396,427,451,475
ID=FBgn0031952,412,429,596,532,678,553,634
ID=FBgn0031961,915,1010,1162,869,719,1062,966
ID=FBgn0031968,135,124,190,90,93,70,104
ID=FBgn0031969,3889,5299,6584,3789,5837,5852,5987
ID=FBgn0031971,230,349,376,238,271,269,278
ID=FBgn0031972,322,451,568,332,542,582,624
ID=FBgn0031973,625,1428,2042,831,1822,1858,1289
ID=FBgn0031975,23934,11929,11808,11372,9203,7629,10925
ID=FBgn0031976,5054,7055,9000,5426,7752,7324,6760
ID=FBgn0031977,1781,2111,2291,1220,1539,2041,2013
ID=FBgn0031979,40,134,121,32,53,104,118
ID=FBgn0031980,16210,23116,34427,17361,20368,28372,22181
ID=FBgn0031981,761,1390,1501,690,1169,988,1166
ID=FBgn0031985,1395,2549,3208,1497,2403,2257,2386
ID=FBgn0031987,178,324,391,252,369,384,317
ID=FBgn0031988,1546,2133,2540,2272,2768,2499,2310
ID=FBgn0031990,3682,4723,5791,4886,5877,4955,5515
ID=FBgn0031992,349,265,324,235,134,182,231
ID=FBgn0031995,1154,1655,2059,1045,1460,1415,1654
ID=FBgn0031996,508,726,1011,404,569,655,618
ID=FBgn0031997,320,436,493,202,397,411,465
ID=FBgn0031998,756,760,967,542,940,896,1172
ID=FBgn0031999,90,117,172,117,119,129,121
ID=FBgn0032000,306,586,727,350,511,570,527
ID=FBgn0032001,244,433,551,255,407,436,367
ID=FBgn0032002,98,96,131,123,121,106,101
ID=FBgn0032004,516,689,934,1053,1500,1547,2064
ID=FBgn0032005,2902,4293,6129,4479,5986,5858,5684
ID=FBgn0032006,10227,17905,21136,9814,15483,14019,15592
ID=FBgn0032013,74,163,200,68,106,125,109
ID=FBgn0032014,649,753,920,511,722,811,834
ID=FBgn0032015,1967,2848,3612,1696,2535,2823,3039
ID=FBgn0032016,366,589,675,362,583,529,543
ID=FBgn0032017,124,149,163,89,115,121,141
ID=FBgn0032018,1330,1964,2392,1569,2461,2107,2587
ID=FBgn0032020,392,667,860,346,576,632,706
ID=FBgn0032024,737,1174,1612,1002,1283,1333,1708
ID=FBgn0032025,160,313,434,166,257,244,448
ID=FBgn0032026,2841,3844,4603,2090,3047,2866,3155
ID=FBgn0032029,185,271,415,438,483,504,597
ID=FBgn0032030,590,882,1181,815,711,871,812
ID=FBgn0032031,235,309,472,257,339,336,285
ID=FBgn0032032,335,325,507,272,283,390,258
ID=FBgn0032033,105,124,157,156,138,123,111
ID=FBgn0032034,223,215,323,240,213,234,419
ID=FBgn0032036,5956,7693,9682,8300,11430,10945,12665
ID=FBgn0032040,996,1476,2044,770,1263,1297,1049
ID=FBgn0032042,583,522,640,649,739,589,557
ID=FBgn0032050,1801,2678,3620,2006,2920,2727,2865
ID=FBgn0032051,1102,1428,1698,1477,1382,1487,1360
ID=FBgn0032052,1119,1158,1487,1084,1182,1291,1309
ID=FBgn0032053,279,381,459,341,244,312,313
ID=FBgn0032054,541,801,1103,582,795,825,781
ID=FBgn0032059,354,396,526,360,350,348,414
ID=FBgn0032076,105,125,176,100,160,151,187
ID=FBgn0032077,171,193,246,161,161,221,249
ID=FBgn0032078,4853,7373,9461,3762,5548,5343,5918
ID=FBgn0032079,565,563,623,740,689,667,794
ID=FBgn0032082,439,506,662,372,454,416,345
ID=FBgn0032088,185,236,341,104,115,121,80
ID=FBgn0032089,168,230,333,99,109,113,76
ID=FBgn0032101,493,774,985,521,709,786,767
ID=FBgn0032105,667,937,1174,485,639,577,550
ID=FBgn0032117,130,150,194,74,152,118,215
ID=FBgn0032120,1911,2804,3205,1652,2703,2296,2960
ID=FBgn0032123,388,597,606,373,599,481,311
ID=FBgn0032130,394,431,625,510,535,571,544
ID=FBgn0032135,154,233,323,136,234,163,224
ID=FBgn0032136,398,475,537,353,395,368,188
ID=FBgn0032138,2621,5533,8050,3248,6354,6640,5152
ID=FBgn0032139,64,100,163,61,117,164,168
ID=FBgn0032140,2695,3003,4133,1907,2328,2208,2677
ID=FBgn0032147,3567,5430,6772,3596,4541,4790,4184
ID=FBgn0032149,389,432,555,336,366,449,340
ID=FBgn0032154,191,291,421,207,256,311,257
ID=FBgn0032156,1171,1542,1892,1650,1987,1898,2271
ID=FBgn0032157,867,1354,1580,838,1241,1072,1311
ID=FBgn0032160,446,676,1027,460,661,793,725
ID=FBgn0032162,63,102,187,56,111,102,131
ID=FBgn0032166,727,1070,1393,765,1196,1208,1450
ID=FBgn0032167,544,889,1280,591,1116,1098,1242
ID=FBgn0032168,205,276,347,192,250,284,289
ID=FBgn0032169,212,270,369,232,252,270,205
ID=FBgn0032170,803,1184,1596,918,1505,1334,1395
ID=FBgn0032171,105,175,232,132,162,162,155
ID=FBgn0032172,1560,2332,2891,1523,2489,2385,2903
ID=FBgn0032189,195,180,210,174,214,231,208
ID=FBgn0032191,950,1535,2154,1104,1640,1637,1525
ID=FBgn0032193,103,99,140,148,82,112,97
ID=FBgn0032194,485,744,874,460,590,707,727
ID=FBgn0032195,217,202,264,203,227,193,180
ID=FBgn0032196,543,314,361,444,331,348,635
ID=FBgn0032198,2764,2422,3081,2662,2087,2483,2488
ID=FBgn0032200,463,507,577,347,392,452,584
ID=FBgn0032202,498,384,494,714,507,608,715
ID=FBgn0032204,190,254,363,141,232,253,290
ID=FBgn0032205,96,100,118,130,125,107,145
ID=FBgn0032208,7402,9804,11400,8284,10676,9391,9556
ID=FBgn0032210,415,326,411,439,398,447,555
ID=FBgn0032213,4183,5371,7011,4900,5550,6128,5793
ID=FBgn0032214,417,450,701,480,455,445,459
ID=FBgn0032216,1546,2114,2667,1390,1989,2032,2238
ID=FBgn0032217,1591,1452,1619,1674,1420,1325,1894
ID=FBgn0032218,496,395,462,593,517,421,624
ID=FBgn0032222,357,640,905,457,737,792,791
ID=FBgn0032223,721,577,702,811,607,589,708
ID=FBgn0032224,382,372,398,305,315,358,378
ID=FBgn0032228,405,450,634,427,461,477,497
ID=FBgn0032229,527,1023,1340,639,899,973,913
ID=FBgn0032231,280,311,483,268,308,362,406
ID=FBgn0032234,395,519,607,310,503,503,689
ID=FBgn0032236,627,646,870,685,624,661,713
ID=FBgn0032240,555,718,897,521,686,750,876
ID=FBgn0032242,1716,2098,2604,1560,2146,2038,2328
ID=FBgn0032243,342,437,517,369,515,420,497
ID=FBgn0032244,223,302,368,177,333,312,412
ID=FBgn0032246,2256,3399,4332,1894,3021,3298,3974
ID=FBgn0032247,142,129,163,153,102,100,186
ID=FBgn0032248,369,473,541,303,308,372,370
ID=FBgn0032249,96,123,182,59,132,104,152
ID=FBgn0032250,236,286,311,240,246,256,223
ID=FBgn0032251,83,107,155,106,134,131,158
ID=FBgn0032252,120,161,197,91,132,105,110
ID=FBgn0032253,380,570,570,259,399,377,515
ID=FBgn0032256,252,208,246,328,300,239,285
ID=FBgn0032258,1238,1554,1892,944,1563,1473,1482
ID=FBgn0032259,122,223,282,140,194,183,215
ID=FBgn0032261,100,194,285,144,208,179,186
ID=FBgn0032264,1290,1613,2307,1039,1396,1501,1920
ID=FBgn0032290,283,353,542,280,344,320,344
ID=FBgn0032292,668,988,1284,769,1001,1078,936
ID=FBgn0032293,182,314,393,248,251,304,237
ID=FBgn0032295,902,1581,2010,1052,1500,1404,1114
ID=FBgn0032296,500,852,1070,407,648,733,656
ID=FBgn0032297,906,730,872,1069,995,901,968
ID=FBgn0032298,606,1029,1410,748,1004,1166,1132
ID=FBgn0032305,2190,2108,2190,2391,2458,2159,2273
ID=FBgn0032321,442,633,872,657,660,721,696
ID=FBgn0032322,221,347,509,163,316,260,227
ID=FBgn0032329,270,332,358,280,300,353,363
ID=FBgn0032330,335,434,622,548,893,592,587
ID=FBgn0032339,439,561,690,491,551,585,602
ID=FBgn0032341,1192,1665,2187,1125,1739,1452,1486
ID=FBgn0032343,141,83,101,121,110,91,115
ID=FBgn0032346,205,226,248,205,201,208,295
ID=FBgn0032348,931,1551,1975,1093,1469,1265,1186
ID=FBgn0032354,175,205,281,176,210,197,164
ID=FBgn0032358,69,118,134,121,92,131,113
ID=FBgn0032363,2621,3756,4553,3031,4395,3560,3435
ID=FBgn0032373,72,88,119,88,125,106,70
ID=FBgn0032378,1805,2600,3173,1997,2805,2338,2534
ID=FBgn0032382,143,230,330,184,281,278,273
ID=FBgn0032387,425,555,697,385,563,548,614
ID=FBgn0032388,2152,2719,3441,2449,3199,2696,2093
ID=FBgn0032390,436,575,774,424,439,525,405
ID=FBgn0032391,245,238,282,209,183,217,239
ID=FBgn0032393,1019,1509,1812,949,1348,1366,1079
ID=FBgn0032394,640,1022,1287,625,681,1020,873
ID=FBgn0032395,475,682,744,548,753,706,704
ID=FBgn0032397,763,1046,1333,907,961,863,933
ID=FBgn0032398,1227,1480,1955,1236,1500,1827,1561
ID=FBgn0032399,70,107,133,73,90,123,93
ID=FBgn0032400,396,324,459,832,633,642,485
ID=FBgn0032402,415,251,236,443,280,243,528
ID=FBgn0032404,1861,2469,3348,2280,2722,3119,2570
ID=FBgn0032405,137,171,244,19,36,37,29
ID=FBgn0032407,833,1305,1690,897,1209,1194,1081
ID=FBgn0032408,494,608,761,688,626,748,653
ID=FBgn0032409,841,1306,1733,755,1046,1001,1010
ID=FBgn0032420,133,185,280,75,117,114,165
ID=FBgn0032421,183,267,419,94,170,197,190
ID=FBgn0032429,865,1004,1326,1119,758,860,828
ID=FBgn0032430,738,1045,1287,809,917,981,976
ID=FBgn0032431,143,151,132,168,76,103,131
ID=FBgn0032444,4911,8385,10810,4348,6504,6814,7265
ID=FBgn0032445,253,289,334,254,203,241,310
ID=FBgn0032447,61,112,159,47,86,101,92
ID=FBgn0032450,363,449,605,309,474,513,540
ID=FBgn0032451,583,996,1374,354,508,587,634
ID=FBgn0032453,1449,1804,2261,1446,1440,1455,1279
ID=FBgn0032454,2334,3377,4068,2536,2875,2648,2693
ID=FBgn0032455,1132,1114,1509,1265,1348,1190,1459
ID=FBgn0032456,7084,9906,11324,7651,10918,10042,11131
ID=FBgn0032465,704,1113,1670,830,1190,1173,1386
ID=FBgn0032467,1439,2328,2901,1683,2191,2145,2089
ID=FBgn0032474,433,528,705,450,535,567,468
ID=FBgn0032475,1337,1877,2302,1689,2140,1954,1942
ID=FBgn0032476,708,975,1140,771,887,926,892
ID=FBgn0032477,481,703,958,548,676,711,813
ID=FBgn0032479,4398,6050,7247,4689,5746,5446,5575
ID=FBgn0032480,1041,1680,2076,1203,1793,1553,1701
ID=FBgn0032481,571,777,941,720,812,722,845
ID=FBgn0032482,3612,3835,5179,4522,4926,4983,6078
ID=FBgn0032485,796,1074,1222,625,942,890,968
ID=FBgn0032486,148,251,318,167,232,202,188
ID=FBgn0032487,107,177,201,151,161,142,175
ID=FBgn0032488,520,672,934,612,705,703,537
ID=FBgn0032499,363,766,916,436,734,709,614
ID=FBgn0032509,845,984,1300,872,880,909,884
ID=FBgn0032511,888,1100,1465,935,958,1068,1014
ID=FBgn0032512,917,1139,1564,1023,1057,1101,994
ID=FBgn0032513,642,733,1078,780,858,803,816
ID=FBgn0032514,2577,3205,4220,2435,2757,2968,3148
ID=FBgn0032515,225,257,282,198,259,277,243
ID=FBgn0032516,273,373,548,350,346,389,373
ID=FBgn0032517,498,725,874,454,790,642,692
ID=FBgn0032518,11918,27893,37440,14478,32443,31955,21233
ID=FBgn0032521,961,1234,1632,1023,1164,1160,1210
ID=FBgn0032524,267,456,553,199,355,295,399
ID=FBgn0032533,95,100,154,59,55,75,71
ID=FBgn0032586,3265,4850,6482,3537,4744,4717,4417
ID=FBgn0032587,2758,3117,3912,3380,4782,3350,3301
ID=FBgn0032590,135,65,90,114,150,87,33
ID=FBgn0032595,206,233,305,226,206,203,229
ID=FBgn0032596,1366,1583,1935,1097,1062,1311,1709
ID=FBgn0032597,783,882,1279,651,796,947,736
ID=FBgn0032598,700,777,887,378,348,377,474
ID=FBgn0032600,1660,1945,2212,1852,2438,1876,2117
ID=FBgn0032601,161,169,280,161,351,345,595
ID=FBgn0032603,195,304,272,308,364,373,310
ID=FBgn0032609,102,88,67,133,138,118,134
ID=FBgn0032613,688,536,732,638,637,613,933
ID=FBgn0032618,177,184,261,138,199,213,172
ID=FBgn0032620,298,333,435,287,304,315,361
ID=FBgn0032633,2781,3238,4047,3122,3456,3192,3564
ID=FBgn0032634,502,507,596,469,372,483,546
ID=FBgn0032635,801,1008,1268,537,679,693,616
ID=FBgn0032637,145,135,147,218,262,250,368
ID=FBgn0032638,85,78,85,168,208,205,292
ID=FBgn0032640,2568,3717,4851,2843,3406,3438,3252
ID=FBgn0032642,308,320,484,401,296,394,387
ID=FBgn0032643,5750,8535,11476,5580,7772,7755,6193
ID=FBgn0032644,180,267,332,188,221,299,353
ID=FBgn0032646,623,1036,1348,768,962,962,984
ID=FBgn0032656,594,539,728,635,656,546,578
ID=FBgn0032671,265,268,342,287,209,235,247
ID=FBgn0032680,73,232,296,54,185,249,228
ID=FBgn0032683,1199,1197,1289,1253,1352,1072,1363
ID=FBgn0032688,544,824,830,706,743,760,787
ID=FBgn0032689,1326,1526,1783,1345,1584,1530,1688
ID=FBgn0032690,1174,1311,1651,1200,1311,1183,1126
ID=FBgn0032691,418,603,731,375,445,459,482
ID=FBgn0032693,82,61,46,80,121,96,70
ID=FBgn0032694,2168,2699,3188,2387,3059,2548,2771
ID=FBgn0032698,334,393,575,571,570,521,496
ID=FBgn0032699,1964,2204,2985,1774,1823,1775,1658
ID=FBgn0032700,319,372,565,361,355,416,464
ID=FBgn0032701,511,644,908,692,704,726,685
ID=FBgn0032702,1801,2024,2403,1959,2020,1934,2298
ID=FBgn0032703,269,242,342,303,250,260,277
ID=FBgn0032704,2660,2626,3289,3052,2549,2778,3132
ID=FBgn0032705,380,538,624,426,617,476,569
ID=FBgn0032715,222,306,440,266,280,341,308
ID=FBgn0032717,1877,2202,2740,2743,2788,2392,1893
ID=FBgn0032720,159,168,239,199,180,195,216
ID=FBgn0032721,1218,1559,1909,1166,1302,1442,1533
ID=FBgn0032723,636,579,744,655,650,525,530
ID=FBgn0032724,340,309,405,358,290,369,352
ID=FBgn0032725,495,320,345,419,190,236,338
ID=FBgn0032727,202,241,330,241,312,319,254
ID=FBgn0032728,287,228,240,279,220,248,328
ID=FBgn0032729,263,341,431,343,381,494,445
ID=FBgn0032730,716,341,289,226,252,273,628
ID=FBgn0032731,5689,6002,7380,5272,5526,5034,4293
ID=FBgn0032732,181,193,264,210,158,238,282
ID=FBgn0032744,140,119,149,66,128,120,136
ID=FBgn0032746,369,376,534,433,311,350,374
ID=FBgn0032748,1417,2066,2739,2021,2478,2098,2050
ID=FBgn0032750,132,168,239,108,121,129,185
ID=FBgn0032751,171,239,236,186,157,191,184
ID=FBgn0032752,173,239,236,187,157,191,184
ID=FBgn0032763,109,125,184,98,115,135,123
ID=FBgn0032772,97,170,189,82,121,104,124
ID=FBgn0032773,1627,3417,4578,1613,3027,3153,3268
ID=FBgn0032774,159,386,556,201,522,437,315
ID=FBgn0032775,1763,2977,3656,2620,4843,4657,5855
ID=FBgn0032779,2399,3335,4395,2603,3738,3545,3493
ID=FBgn0032780,2438,3362,4433,2630,3771,3586,3526
ID=FBgn0032781,1129,2109,2685,1142,1825,1818,1431
ID=FBgn0032782,285,405,485,352,502,460,482
ID=FBgn0032783,68,91,154,95,146,141,113
ID=FBgn0032785,205,173,266,307,324,303,305
ID=FBgn0032787,259,264,335,238,234,292,277
ID=FBgn0032790,149,209,247,170,170,189,185
ID=FBgn0032791,98,108,125,83,93,74,85
ID=FBgn0032793,434,564,711,399,353,486,408
ID=FBgn0032796,634,808,904,761,924,912,725
ID=FBgn0032798,90,158,182,89,121,128,65
ID=FBgn0032799,633,879,1074,693,756,892,801
ID=FBgn0032800,571,665,894,458,647,568,674
ID=FBgn0032801,431,474,609,350,435,393,449
ID=FBgn0032805,402,291,316,188,190,171,395
ID=FBgn0032810,96,116,135,81,63,57,45
ID=FBgn0032811,222,331,386,235,268,314,324
ID=FBgn0032812,410,843,961,491,882,629,552
ID=FBgn0032814,375,560,777,399,569,480,520
ID=FBgn0032815,1528,1629,2020,1829,1910,1864,1862
ID=FBgn0032816,302,339,442,310,204,310,298
ID=FBgn0032817,2212,3383,3782,2843,4036,3134,3207
ID=FBgn0032818,338,530,633,332,424,453,372
ID=FBgn0032819,193,382,541,257,419,412,373
ID=FBgn0032820,378,492,703,285,348,365,332
ID=FBgn0032821,2116,3322,3900,2212,3272,2699,2551
ID=FBgn0032833,2560,5212,6457,2046,4888,4678,4401
ID=FBgn0032845,108,136,133,100,116,178,156
ID=FBgn0032846,225,328,356,195,275,309,318
ID=FBgn0032847,584,655,748,615,503,692,613
ID=FBgn0032848,724,1345,1653,700,1196,1165,1290
ID=FBgn0032849,255,428,483,236,355,394,374
