	sampleGSM461176	sampleGSM461177	sampleGSM461178	sampleGSM461179	sampleGSM461180	sampleGSM461181	sampleGSM461182
ID=FBgn0028487	561	624	627	392	532	749	685
ID=FBgn0028490	7841	12913	11549	4671	9280	12656	8988
ID=FBgn0028491	145	234	221	202	307	377	119
ID=FBgn0028494	941	1378	1072	863	1116	1305	1050
ID=FBgn0028496	708	577	400	774	451	476	645
ID=FBgn0028497	1438	1993	1930	1107	1987	2477	1839
ID=FBgn0028499	123	279	268	134	287	426	229
ID=FBgn0028500	1427	1838	1644	1117	1662	1974	1614
ID=FBgn0028504	277	256	283	278	306	370	372
ID=FBgn0028506	604	542	482	596	509	600	562
ID=FBgn0028507	484	760	746	500	800	1159	640
ID=FBgn0028509	3108	3272	3220	1701	2040	2578	3108
ID=FBgn0028513	76	111	53	82	45	45	8
ID=FBgn0028514	910	897	793	454	506	536	1290
ID=FBgn0028515	1561	1783	1854	1378	1793	2234	1757
ID=FBgn0028516	1	3	1	2	2	0	0
ID=FBgn0028517	5	6	10	1	0	14	9
ID=FBgn0028518	0	0	0	0	0	0	0
ID=FBgn0028520	0	0	0	0	0	0	0
ID=FBgn0028523	9749	13446	15719	8230	11366	14205	13840
ID=FBgn0028525	14	16	11	77	16	19	104
ID=FBgn0028526	2	4	2	6	0	0	1
ID=FBgn0028527	2	2	8	4	8	12	1
ID=FBgn0028530	171	240	305	218	364	481	339
ID=FBgn0028531	1	0	2	1	2	0	2
ID=FBgn0028532	1	0	2	3	0	4	1
ID=FBgn0028533	4	0	0	5	4	4	6
ID=FBgn0028534	5	10	0	1	2	4	4
ID=FBgn0028537	0	0	0	0	0	0	0
ID=FBgn0028538	1686	2268	2157	1577	2377	2703	2252
ID=FBgn0028539	2538	3045	2682	2333	2885	3305	2819
ID=FBgn0028540	165	148	218	103	100	156	230
ID=FBgn0028541	1856	2209	2059	1859	2196	2804	2276
ID=FBgn0028542	892	1839	2178	445	1035	1443	1914
ID=FBgn0028543	563	1144	1155	420	797	1047	1007
ID=FBgn0028544	3	7	3	2	5	7	6
ID=FBgn0028546	756	874	1021	857	1020	1287	985
ID=FBgn0028550	859	784	556	921	689	693	751
ID=FBgn0028552	333	563	614	464	582	844	798
ID=FBgn0028554	2812	4363	3998	2837	4196	5189	4016
ID=FBgn0028560	3	0	4	1	6	2	2
ID=FBgn0028561	7	7	6	3	0	13	5
ID=FBgn0028562	6	10	10	11	4	11	11
ID=FBgn0028563	1033	1554	1487	708	1010	1277	1668
ID=FBgn0028567	2	4	0	1	1	2	1
ID=FBgn0028569	0	0	0	0	0	0	0
ID=FBgn0028570	0	0	0	0	0	0	0
ID=FBgn0028572	342	566	511	269	493	620	459
ID=FBgn0028573	92	145	116	107	189	225	71
ID=FBgn0028577	2605	3892	3317	1944	3243	4254	2702
ID=FBgn0028579	607	772	723	572	773	971	689
ID=FBgn0028581	774	775	589	827	940	1098	711
ID=FBgn0028582	2515	2776	2330	2231	2326	3168	2619
ID=FBgn0028583	1	4	3	9	1	6	10
ID=FBgn0028622	7	13	8	13	6	23	7
ID=FBgn0028644	6	4	4	2	4	3	5
ID=FBgn0028645	967	948	838	531	546	564	1328
ID=FBgn0028646	621	984	876	449	774	914	881
ID=FBgn0028647	253	281	243	250	262	339	232
ID=FBgn0028648	284	310	334	215	350	511	356
ID=FBgn0028658	80	114	121	84	101	181	108
ID=FBgn0028662	1914	2598	2794	2109	3057	3656	3498
ID=FBgn0028663	879	1067	1152	910	979	1522	1304
ID=FBgn0028664	202	157	158	165	98	165	172
ID=FBgn0028667	0	0	0	0	2	2	5
ID=FBgn0028668	0	0	0	0	0	0	0
ID=FBgn0028669	0	0	0	0	0	0	0
ID=FBgn0028670	3194	4529	4734	3486	5814	7374	4728
ID=FBgn0028671	2517	4028	3505	1962	3021	3988	3230
ID=FBgn0028675	185	277	235	162	264	362	211
ID=FBgn0028683	209	207	258	238	213	264	343
ID=FBgn0028684	946	1178	1267	1192	1482	1882	1218
ID=FBgn0028685	1572	2447	2462	1540	2807	3563	2427
ID=FBgn0028686	1976	2673	2922	2143	3532	4168	2728
ID=FBgn0028687	2898	3301	3562	2745	3878	5124	3373
ID=FBgn0028688	1275	1732	1810	1106	1980	2746	1755
ID=FBgn0028689	2329	2972	2909	2400	3108	3868	3181
ID=FBgn0028690	2014	1936	1986	1976	2470	3130	2015
ID=FBgn0028691	959	1105	1211	1081	1361	1717	1231
ID=FBgn0028692	3102	4804	4494	3607	5646	7296	4433
ID=FBgn0028693	912	1077	1112	948	1393	1618	1154
ID=FBgn0028694	1427	1769	1919	1602	2353	3082	1838
ID=FBgn0028695	2389	3588	3424	2429	4169	5611	3618
ID=FBgn0028697	25328	20234	29012	25449	23578	26461	28587
ID=FBgn0028699	1	0	2	1	2	1	1
ID=FBgn0028700	326	535	584	235	544	723	578
ID=FBgn0028703	570	847	826	499	687	825	859
ID=FBgn0028704	2043	2516	2432	2853	3178	4398	2933
ID=FBgn0028707	68	61	80	56	63	66	76
ID=FBgn0028708	301	297	319	250	309	394	325
ID=FBgn0028717	1322	2047	1937	1059	1644	2054	1601
ID=FBgn0028734	3773	5211	3977	3608	4877	6012	4700
ID=FBgn0028737	7699	10401	11000	7108	11179	14147	10436
ID=FBgn0028738	63	84	108	57	108	139	101
ID=FBgn0028740	77	100	72	83	121	155	73
ID=FBgn0028741	1741	2117	2060	1721	2171	2658	2278
ID=FBgn0028743	182	112	101	224	88	102	152
ID=FBgn0028744	1340	1604	1498	1006	1414	1845	1538
ID=FBgn0028746	153	98	118	113	147	168	117
ID=FBgn0028789	0	0	0	1	0	0	0
ID=FBgn0028836	482	596	596	478	555	828	561
ID=FBgn0028837	393	597	554	374	691	845	588
ID=FBgn0028838	0	0	0	0	0	0	0
ID=FBgn0028841	0	0	0	0	0	0	1
ID=FBgn0028844	2	0	0	0	0	0	1
ID=FBgn0028847	0	0	0	0	0	0	0
ID=FBgn0028848	0	0	0	0	0	0	0
ID=FBgn0028850	0	0	0	0	0	0	0
ID=FBgn0028852	1	2	0	1	0	0	1
ID=FBgn0028853	0	0	0	0	0	0	0
ID=FBgn0028855	0	0	0	0	0	2	0
ID=FBgn0028856	1	0	0	3	0	0	0
ID=FBgn0028857	1	2	0	3	2	2	0
ID=FBgn0028858	0	0	2	1	0	2	0
ID=FBgn0028862	2	8	0	1	5	4	5
ID=FBgn0028863	262	272	281	239	268	314	276
ID=FBgn0028864	17	20	28	5	12	10	51
ID=FBgn0028866	0	0	0	0	0	0	1
ID=FBgn0028867	0	0	0	0	0	0	0
ID=FBgn0028868	0	0	0	0	0	0	0
ID=FBgn0028870	0	0	0	0	0	0	0
ID=FBgn0028871	0	19	2	1	6	2	3
ID=FBgn0028872	0	0	0	0	0	0	0
ID=FBgn0028875	51	80	88	147	272	322	67
ID=FBgn0028878	0	0	1	1	0	0	0
ID=FBgn0028879	1	0	0	0	2	1	0
ID=FBgn0028880	0	2	0	0	0	0	0
ID=FBgn0028882	0	0	0	0	0	0	0
ID=FBgn0028884	0	0	0	0	0	0	0
ID=FBgn0028886	99	133	164	107	165	192	154
ID=FBgn0028887	1	0	0	1	0	0	0
ID=FBgn0028888	5	8	4	3	6	4	3
ID=FBgn0028889	0	0	0	0	0	0	0
ID=FBgn0028892	0	0	0	0	0	0	0
ID=FBgn0028893	0	0	2	0	0	0	0
ID=FBgn0028894	904	774	814	778	716	885	1106
ID=FBgn0028895	56	90	97	64	80	115	113
ID=FBgn0028896	2	1	4	6	4	12	1
ID=FBgn0028897	88	107	153	82	153	172	120
ID=FBgn0028899	23	14	14	37	18	32	13
ID=FBgn0028900	0	0	0	0	0	0	0
ID=FBgn0028901	1	0	0	0	0	0	1
ID=FBgn0028902	6	6	3	0	6	7	1
ID=FBgn0028903	4	2	6	11	16	12	4
ID=FBgn0028909	0	0	0	0	0	0	0
ID=FBgn0028910	1	0	0	0	0	0	0
ID=FBgn0028911	0	0	0	1	0	0	0
ID=FBgn0028912	0	0	0	0	0	0	0
ID=FBgn0028913	0	0	0	0	0	0	0
ID=FBgn0028916	686	1278	1152	648	1025	1306	1304
ID=FBgn0028919	233	289	306	253	344	614	303
ID=FBgn0028920	5	0	4	5	9	14	4
ID=FBgn0028926	245	389	414	197	396	506	349
ID=FBgn0028931	103	144	157	111	169	191	127
ID=FBgn0028932	288	268	233	321	301	289	384
ID=FBgn0028935	0	0	0	0	0	0	0
ID=FBgn0028936	779	1279	1476	765	1109	1389	1996
ID=FBgn0028938	1	0	0	2	2	0	2
ID=FBgn0028939	22	38	57	8	8	12	27
ID=FBgn0028940	557	509	611	407	491	625	728
ID=FBgn0028941	17	20	19	34	35	24	10
ID=FBgn0028942	2	13	4	8	9	12	1
ID=FBgn0028943	4	3	0	7	2	10	3
ID=FBgn0028944	0	0	0	0	0	0	0
ID=FBgn0028945	0	0	0	0	0	0	0
ID=FBgn0028946	0	0	0	0	0	0	0
ID=FBgn0028947	0	0	0	0	0	0	0
ID=FBgn0028948	0	0	0	0	0	0	0
ID=FBgn0028949	0	0	0	0	0	0	0
ID=FBgn0028950	0	0	0	0	0	0	1
ID=FBgn0028952	94	69	91	96	100	120	83
ID=FBgn0028953	2299	2454	2201	1671	2007	2843	1909
ID=FBgn0028955	79	69	76	33	44	51	87
ID=FBgn0028956	721	932	888	640	815	1073	1266
ID=FBgn0028962	386	651	585	286	594	755	597
ID=FBgn0028963	0	0	0	1	2	0	0
ID=FBgn0028965	555	761	733	427	789	1001	686
ID=FBgn0028968	2953	4543	4534	2791	4430	5678	4284
ID=FBgn0028969	4427	6266	6041	3666	6300	8443	5366
ID=FBgn0028970	339	704	653	222	560	733	651
ID=FBgn0028978	547	748	620	489	829	1084	543
ID=FBgn0028979	665	789	701	590	700	892	884
ID=FBgn0028980	232	273	218	223	275	382	299
ID=FBgn0028981	1	3	2	0	1	2	0
ID=FBgn0028982	3397	5455	4589	2873	4875	6065	4213
ID=FBgn0028983	343	420	417	298	427	632	374
ID=FBgn0028984	5694	7947	8902	5843	7856	10606	7293
ID=FBgn0028986	2	0	2	0	2	0	1
ID=FBgn0028987	0	0	0	0	0	0	0
ID=FBgn0028988	26	48	35	54	64	79	44
ID=FBgn0028990	1456	2121	2309	761	1344	1838	1578
ID=FBgn0028991	1867	2665	1986	1624	2357	2739	1957
ID=FBgn0028992	669	731	737	848	747	984	803
ID=FBgn0028996	62	52	34	47	52	54	69
ID=FBgn0028997	232	216	256	258	262	389	299
ID=FBgn0028999	1	0	0	1	0	0	0
ID=FBgn0029002	1233	1204	1395	2664	3056	4100	660
ID=FBgn0029003	0	0	0	0	3	2	1
ID=FBgn0029006	2299	2827	2586	1789	2562	2955	2673
ID=FBgn0029067	1614	1399	1239	1420	1200	1469	1611
ID=FBgn0029079	489	538	652	452	635	841	718
ID=FBgn0029084	5	1	2	6	4	1	3
ID=FBgn0029088	1226	1391	1217	1321	1489	1864	1518
ID=FBgn0029091	2	2	4	0	0	0	0
ID=FBgn0029092	9667	11800	11865	6547	8039	10566	9046
ID=FBgn0029093	11964	17352	19584	10625	16871	22616	15031
ID=FBgn0029094	755	897	918	700	912	1011	872
ID=FBgn0029095	3743	6876	6222	2682	4541	6298	5525
ID=FBgn0029105	2	2	1	1	4	0	1
ID=FBgn0029113	2519	2846	2960	2407	3289	4233	2731
ID=FBgn0029114	1509	2071	1723	1133	1401	1718	1935
ID=FBgn0029117	199	238	259	157	276	353	247
ID=FBgn0029118	525	619	600	590	792	1015	628
ID=FBgn0029121	157	215	229	184	233	398	225
ID=FBgn0029123	12	4	4	6	4	2	5
ID=FBgn0029131	1202	1998	1763	990	1603	2147	1808
ID=FBgn0029133	3159	2976	3069	2965	3143	4017	3211
ID=FBgn0029134	1427	2095	2071	1538	2452	3474	2021
ID=FBgn0029137	22	30	35	24	44	54	54
ID=FBgn0029147	690	970	1019	1047	1663	2016	1303
ID=FBgn0029148	466	587	777	697	809	1059	916
ID=FBgn0029152	761	875	739	820	777	948	824
ID=FBgn0029153	0	0	0	0	0	0	0
ID=FBgn0029154	0	0	0	0	0	0	0
ID=FBgn0029155	4163	5352	4816	3339	4598	5912	5404
ID=FBgn0029157	1195	1657	1421	968	1563	1962	1257
ID=FBgn0029158	210	263	246	181	265	353	260
ID=FBgn0029161	1549	2427	2561	1123	2296	2943	2339
ID=FBgn0029167	5263	7555	6792	1086	1710	1807	6711
ID=FBgn0029170	0	0	0	1	0	0	0
ID=FBgn0029172	0	0	0	0	0	0	0
ID=FBgn0029174	1930	2373	2700	2136	2815	3613	2945
ID=FBgn0029175	150	189	198	140	214	201	194
ID=FBgn0029176	20796	37604	39132	18333	36847	47095	32340
ID=FBgn0029501	1	0	0	0	0	0	1
ID=FBgn0029502	363	540	544	311	595	722	465
ID=FBgn0029504	4147	4183	2637	3539	2298	2558	3869
ID=FBgn0029506	10060	11416	12534	14856	15853	19849	17101
ID=FBgn0029507	1293	2106	2314	1330	2098	3067	2202
ID=FBgn0029508	1149	1551	1534	1192	1457	2153	1727
ID=FBgn0029512	1193	1246	1214	1058	1378	1666	1283
ID=FBgn0029514	192	196	245	209	257	383	231
ID=FBgn0029518	5	5	2	0	3	4	5
ID=FBgn0029521	94	105	101	150	146	161	129
ID=FBgn0029522	79	81	72	89	111	120	76
ID=FBgn0029523	106	107	103	123	142	159	98
ID=FBgn0029524	34	34	49	53	71	70	38
ID=FBgn0029525	407	460	443	347	466	560	464
ID=FBgn0029526	64	74	69	93	112	139	98
ID=FBgn0029529	81	119	116	90	160	162	101
ID=FBgn0029531	16	10	15	18	17	10	19
ID=FBgn0029532	1	4	2	5	2	7	2
ID=FBgn0029535	2	1	0	0	0	1	0
ID=FBgn0029539	0	0	0	0	0	0	0
ID=FBgn0029552	0	0	0	0	0	0	0
ID=FBgn0029568	15	8	14	11	22	32	12
ID=FBgn0029573	24	15	30	18	20	61	22
ID=FBgn0029580	149	328	338	112	293	413	320
ID=FBgn0029587	184	252	211	176	292	392	257
ID=FBgn0029588	35	39	36	79	54	58	62
ID=FBgn0029589	1	0	2	4	4	13	3
ID=FBgn0029590	7	2	2	1	4	2	0
ID=FBgn0029594	372	412	518	470	618	816	560
ID=FBgn0029596	50	77	51	62	110	100	59
ID=FBgn0029603	0	1	2	2	3	2	3
ID=FBgn0029606	2	2	2	0	0	2	1
ID=FBgn0029608	705	905	979	419	680	954	1044
ID=FBgn0029629	6631	7887	8343	5094	7984	10949	6016
ID=FBgn0029639	1	1	2	1	4	2	2
ID=FBgn0029642	0	2	1	2	0	0	2
ID=FBgn0029643	4	8	6	5	16	10	4
ID=FBgn0029644	1	2	0	1	2	2	0
ID=FBgn0029645	0	0	2	0	0	0	0
ID=FBgn0029646	0	0	0	0	0	0	0
ID=FBgn0029647	0	0	0	0	0	0	0
ID=FBgn0029648	33	55	51	41	45	66	49
ID=FBgn0029649	0	0	0	0	0	0	0
ID=FBgn0029657	7374	9658	8962	8816	11171	12274	11973
ID=FBgn0029658	17	14	19	22	23	30	28
ID=FBgn0029659	61	48	57	98	79	102	28
ID=FBgn0029660	124	144	83	141	65	98	38
ID=FBgn0029661	108	87	66	96	66	89	27
ID=FBgn0029662	691	770	568	697	716	933	453
ID=FBgn0029663	76	92	68	106	51	100	79
ID=FBgn0029664	492	661	684	721	880	1195	536
ID=FBgn0029665	163	156	147	153	210	192	128
ID=FBgn0029666	769	701	599	793	656	849	676
ID=FBgn0029667	88	88	63	132	70	71	63
ID=FBgn0029669	29	36	14	31	11	30	14
ID=FBgn0029672	448	403	425	443	407	491	488
ID=FBgn0029676	1070	1178	883	1396	1436	1736	959
ID=FBgn0029679	0	0	0	1	0	0	1
ID=FBgn0029681	4	0	6	2	2	0	2
ID=FBgn0029685	1279	1905	1864	1175	1552	2020	1903
ID=FBgn0029686	178	265	217	183	247	367	230
ID=FBgn0029687	3061	2530	2276	3115	2440	3268	3063
ID=FBgn0029688	3514	5264	4588	2974	4682	5631	4137
ID=FBgn0029689	243	439	383	256	426	542	415
ID=FBgn0029690	1	0	0	0	0	4	0
ID=FBgn0029693	541	707	784	668	943	1156	709
ID=FBgn0029694	1	2	4	3	2	0	0
ID=FBgn0029696	0	0	0	1	2	3	0
ID=FBgn0029697	3	19	8	7	18	19	4
ID=FBgn0029700	4	2	0	2	2	2	1
ID=FBgn0029701	0	4	2	2	0	2	0
ID=FBgn0029702	3	2	6	5	5	0	0
ID=FBgn0029703	0	2	2	7	2	0	0
ID=FBgn0029705	6	0	0	6	3	10	2
ID=FBgn0029706	942	1392	1404	784	1280	1567	1295
ID=FBgn0029708	4	8	0	8	2	7	4
ID=FBgn0029709	1484	2089	2212	1379	2316	3185	1987
ID=FBgn0029710	44	41	33	42	23	54	33
ID=FBgn0029711	169	249	210	169	233	361	205
ID=FBgn0029712	15	22	26	29	40	28	36
ID=FBgn0029713	491	585	680	529	831	993	546
ID=FBgn0029714	204	255	326	212	302	387	326
ID=FBgn0029715	879	924	793	717	805	1074	787
ID=FBgn0029716	1	4	2	1	2	6	1
ID=FBgn0029717	0	0	0	0	0	0	0
ID=FBgn0029718	364	296	355	331	318	461	323
ID=FBgn0029719	10	43	34	21	38	42	18
ID=FBgn0029720	0	2	0	1	2	2	1
ID=FBgn0029722	12	17	14	13	17	18	21
ID=FBgn0029723	2	6	1	8	6	1	0
ID=FBgn0029724	1	1	1	2	2	0	0
ID=FBgn0029725	0	0	0	0	0	0	0
ID=FBgn0029726	0	0	0	0	0	0	0
ID=FBgn0029727	0	0	0	0	0	0	0
ID=FBgn0029728	3	0	0	12	6	6	0
ID=FBgn0029729	0	0	0	0	0	0	0
ID=FBgn0029730	0	0	0	0	0	0	0
ID=FBgn0029733	4	2	2	1	2	0	1
ID=FBgn0029736	888	1434	1417	856	1506	1962	1207
ID=FBgn0029737	836	1705	1779	873	1925	2094	1579
ID=FBgn0029740	1	0	0	1	0	0	0
ID=FBgn0029745	8	12	4	9	3	0	0
ID=FBgn0029746	4716	5203	3871	5839	5043	5834	3257
ID=FBgn0029747	17	20	11	9	9	13	8
ID=FBgn0029750	13	18	7	9	9	12	21
ID=FBgn0029751	0	2	0	0	4	3	0
ID=FBgn0029752	0	0	0	2	0	0	0
ID=FBgn0029753	0	0	0	0	0	0	0
ID=FBgn0029754	4	6	2	5	14	6	3
ID=FBgn0029755	367	567	625	340	588	818	600
ID=FBgn0029756	116	206	194	106	205	237	226
ID=FBgn0029761	1741	1269	897	1531	667	807	914
ID=FBgn0029762	39	57	33	30	25	41	15
ID=FBgn0029763	992	1779	1396	1001	1454	2053	1288
ID=FBgn0029765	19	12	10	15	15	20	17
ID=FBgn0029766	20926	34244	33183	10302	20211	28642	13695
ID=FBgn0029768	10	8	2	6	2	6	2
ID=FBgn0029769	0	0	0	1	0	0	0
ID=FBgn0029770	0	0	2	0	0	0	0
ID=FBgn0029771	402	585	459	479	632	837	669
ID=FBgn0029778	354	756	676	357	826	1167	542
ID=FBgn0029783	100	99	130	77	113	142	104
ID=FBgn0029785	25586	28768	39192	24030	31319	40093	27117
ID=FBgn0029789	306	484	440	270	490	682	550
ID=FBgn0029791	159	371	280	101	205	256	57
ID=FBgn0029795	25	33	19	13	31	19	13
ID=FBgn0029798	702	771	836	541	686	877	894
ID=FBgn0029799	66	102	86	59	74	156	91
ID=FBgn0029800	153	170	177	156	132	181	171
ID=FBgn0029801	2152	2471	2126	977	1345	1816	1911
ID=FBgn0029804	14	19	4	19	10	13	6
ID=FBgn0029807	2	15	12	6	13	4	6
ID=FBgn0029809	9	2	0	2	0	2	1
ID=FBgn0029810	2	4	4	0	4	6	1
ID=FBgn0029811	1	0	0	0	0	0	0
ID=FBgn0029812	0	0	0	0	0	0	0
ID=FBgn0029813	45	67	66	49	77	94	80
ID=FBgn0029814	145	115	107	442	119	176	217
ID=FBgn0029816	0	0	0	0	0	0	0
ID=FBgn0029817	0	2	0	2	0	2	0
ID=FBgn0029818	1015	1664	1669	1114	1662	2263	1553
ID=FBgn0029819	557	836	795	564	849	1143	859
ID=FBgn0029820	1246	1898	1864	981	1557	1983	1417
ID=FBgn0029821	77	120	123	78	100	145	113
ID=FBgn0029822	731	956	783	638	828	1103	775
ID=FBgn0029823	1662	2796	2841	2045	3985	4932	2485
ID=FBgn0029824	11085	9138	7590	23823	11507	12074	11034
ID=FBgn0029825	291	247	236	344	268	339	274
ID=FBgn0029826	9	12	13	10	18	27	10
ID=FBgn0029827	2	2	2	0	0	5	2
ID=FBgn0029828	0	0	0	1	0	0	0
ID=FBgn0029830	6	14	16	7	10	14	6
ID=FBgn0029831	2	0	4	1	0	0	1
ID=FBgn0029833	367	637	714	376	665	888	681
ID=FBgn0029834	29	23	26	29	21	40	25
ID=FBgn0029835	1	4	1	1	0	0	3
ID=FBgn0029836	0	0	0	0	0	0	0
ID=FBgn0029837	3	4	0	1	2	4	0
ID=FBgn0029838	1	0	1	3	0	6	2
ID=FBgn0029839	0	0	0	0	0	0	0
ID=FBgn0029840	1438	2237	1901	1218	1923	2328	1660
ID=FBgn0029843	14	16	17	20	23	23	23
ID=FBgn0029848	9	8	10	24	26	31	11
ID=FBgn0029849	462	595	604	430	469	631	732
ID=FBgn0029851	31	55	42	29	39	53	28
ID=FBgn0029853	875	939	916	805	1166	1486	933
ID=FBgn0029854	373	395	422	467	481	644	509
ID=FBgn0029856	881	340	355	907	500	616	866
ID=FBgn0029857	557	806	847	521	815	1099	752
ID=FBgn0029858	120	315	257	173	334	416	302
ID=FBgn0029859	24	45	27	41	38	76	54
ID=FBgn0029860	539	528	606	480	602	749	509
ID=FBgn0029861	459	852	673	605	998	1336	588
ID=FBgn0029863	1	2	0	2	2	4	1
ID=FBgn0029864	2	6	10	1	4	12	4
ID=FBgn0029866	17	33	31	12	22	35	22
ID=FBgn0029867	1697	2202	2051	1363	1913	2548	1784
ID=FBgn0029868	1195	1439	1534	999	1509	1881	1423
ID=FBgn0029870	2732	3504	3173	1916	2729	3557	2667
ID=FBgn0029873	1027	1204	1213	777	1245	1774	934
ID=FBgn0029874	337	534	517	330	576	732	431
ID=FBgn0029877	18	22	18	16	25	23	22
ID=FBgn0029878	2174	2536	2285	2314	2506	3192	2050
ID=FBgn0029879	29	16	27	25	22	54	33
ID=FBgn0029880	26	33	25	32	21	31	15
ID=FBgn0029881	5772	7764	5571	3900	4590	5753	5640
ID=FBgn0029882	977	1116	1425	917	1382	1930	1468
ID=FBgn0029885	298	466	475	280	418	569	510
ID=FBgn0029887	1689	2146	1939	1468	2009	2678	1906
ID=FBgn0029888	609	780	857	594	815	1106	797
ID=FBgn0029890	118	191	212	145	205	266	132
ID=FBgn0029891	1011	1770	1653	854	1573	2056	1544
ID=FBgn0029892	66	97	92	67	136	168	76
ID=FBgn0029893	2196	3431	2802	1401	2454	3463	2297
ID=FBgn0029894	491	523	357	316	361	486	316
ID=FBgn0029895	132	153	154	175	221	272	83
ID=FBgn0029896	767	1069	855	188	189	273	811
ID=FBgn0029897	25175	47040	53630	19630	44363	60026	40580
ID=FBgn0029898	171	25	25	66	11	20	33
ID=FBgn0029903	3726	5245	4128	4007	5390	6243	5262
ID=FBgn0029905	579	1005	892	432	939	1239	725
ID=FBgn0029906	247	473	473	245	476	596	415
ID=FBgn0029907	23	33	29	26	60	50	26
ID=FBgn0029909	6	6	4	7	10	22	7
ID=FBgn0029911	823	1033	859	689	834	1113	836
ID=FBgn0029912	498	1260	1034	393	1046	1291	819
ID=FBgn0029913	73	113	136	87	134	181	135
ID=FBgn0029914	327	423	456	312	450	575	393
ID=FBgn0029915	340	411	501	472	559	726	428
ID=FBgn0029920	3	2	2	2	2	0	1
ID=FBgn0029922	383	430	421	354	486	596	387
ID=FBgn0029924	72	164	154	114	201	252	148
ID=FBgn0029925	232	261	309	288	320	401	282
ID=FBgn0029928	25	45	31	36	50	50	40
ID=FBgn0029929	280	472	478	236	457	605	376
ID=FBgn0029930	209	35	24	150	14	19	32
ID=FBgn0029931	0	0	0	0	0	0	0
ID=FBgn0029932	4	2	0	3	6	6	5
ID=FBgn0029935	224	226	234	178	192	236	268
ID=FBgn0029936	178	315	243	167	288	375	229
ID=FBgn0029937	695	1097	1001	662	975	1326	878
ID=FBgn0029939	330	100	65	348	54	43	58
ID=FBgn0029940	1	0	0	1	0	2	0
ID=FBgn0029941	6914	7873	6369	5971	6882	8854	6063
ID=FBgn0029942	236	272	264	234	224	319	217
ID=FBgn0029943	1635	1428	1134	1274	915	1136	1315
ID=FBgn0029944	590	621	542	708	709	924	550
ID=FBgn0029945	18	22	17	28	16	48	14
ID=FBgn0029946	9	13	6	7	0	7	2
ID=FBgn0029947	1	0	0	0	0	0	0
ID=FBgn0029948	5	0	0	1	4	0	0
ID=FBgn0029949	6	6	5	4	2	0	1
ID=FBgn0029950	63	59	20	31	9	25	6
ID=FBgn0029951	40	35	18	30	11	8	12
ID=FBgn0029952	2	0	0	3	0	3	1
ID=FBgn0029955	17	11	14	27	11	7	12
ID=FBgn0029957	591	1014	931	564	1092	1552	818
ID=FBgn0029958	322	400	452	305	446	630	415
ID=FBgn0029959	533	455	493	382	422	552	466
ID=FBgn0029961	0	0	0	0	0	0	0
ID=FBgn0029962	0	1	2	3	1	2	0
ID=FBgn0029963	0	0	0	0	0	0	0
ID=FBgn0029964	0	0	0	0	0	0	0
ID=FBgn0029965	0	0	0	0	0	0	0
ID=FBgn0029966	0	0	0	0	0	0	0
ID=FBgn0029968	100	130	125	82	110	126	138
ID=FBgn0029969	471	672	613	408	550	710	627
ID=FBgn0029970	119	136	130	176	197	283	121
ID=FBgn0029971	895	897	1171	743	998	1429	1057
ID=FBgn0029974	45	66	52	73	82	60	67
ID=FBgn0029975	2127	2714	3038	2825	4052	4949	3439
ID=FBgn0029976	2603	3234	3067	2219	2920	3654	3509
ID=FBgn0029977	26	57	42	35	52	81	59
ID=FBgn0029979	4412	4186	3024	3912	3214	3787	3443
ID=FBgn0029980	274	362	447	256	387	436	450
ID=FBgn0029986	25	20	14	25	25	48	13
ID=FBgn0029987	0	4	2	2	11	7	1
ID=FBgn0029989	11	12	11	8	5	17	7
ID=FBgn0029990	29	33	19	16	17	22	20
ID=FBgn0029992	883	1085	1058	793	1202	1634	1144
ID=FBgn0029993	1	0	1	0	0	0	0
ID=FBgn0029994	14	20	18	7	29	28	22
ID=FBgn0029995	3	3	3	1	0	3	3
ID=FBgn0029996	1932	1807	1707	1435	1183	1702	1577
ID=FBgn0029997	276	331	325	239	343	336	299
ID=FBgn0029999	485	698	685	488	847	1067	626
ID=FBgn0030000	374	544	497	307	527	615	530
ID=FBgn0030001	665	947	963	605	1020	1246	749
ID=FBgn0030003	569	760	821	494	793	1009	613
ID=FBgn0030004	69	114	87	63	126	155	94
ID=FBgn0030005	2	6	2	6	11	9	9
ID=FBgn0030006	131	155	169	130	132	208	123
ID=FBgn0030007	691	1057	1012	629	1118	1504	855
ID=FBgn0030008	201	284	277	191	272	385	202
ID=FBgn0030009	2	0	2	0	0	2	0
ID=FBgn0030010	74	86	91	77	101	123	84
ID=FBgn0030011	17	21	27	27	48	39	29
ID=FBgn0030012	196	302	271	164	376	509	220
ID=FBgn0030013	386	476	558	304	512	728	538
ID=FBgn0030014	1	0	2	0	0	0	0
ID=FBgn0030015	2	0	2	0	0	2	0
ID=FBgn0030016	5	10	5	3	3	0	4
ID=FBgn0030017	169	210	197	150	203	249	175
ID=FBgn0030018	1539	2142	1736	1316	1813	2403	1758
ID=FBgn0030025	372	281	309	325	354	425	292
ID=FBgn0030026	629	646	684	728	850	1144	683
ID=FBgn0030027	49	68	54	54	66	59	50
ID=FBgn0030028	38	49	42	42	56	55	41
ID=FBgn0030029	29	35	40	45	33	32	35
ID=FBgn0030030	161	177	229	198	193	205	231
ID=FBgn0030033	1	0	0	0	0	0	0
